,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
10468,23541,29.0,4.5,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,20002.51755469959
10469,41630,21.0,4.8,Windy,Low,2,Buffet,electric_scooter,0.0,No,Urban,14,20002.51755469959
10470,13603,25.0,4.6,Stormy,Low,1,Buffet,scooter,0.0,No,Urban,11,20002.51755469959
10471,38263,32.0,4.8,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,26,20002.51755466476
10472,14837,36.0,4.8,Stormy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,23,20002.51755466476
10473,29986,26.0,4.6,Sandstorms,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,27,20002.51755466476
10474,43827,38.0,4.7,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,26,20002.51755466476
10475,4340,22.0,4.8,Fog,High,2,Buffet,motorcycle,1.0,No,Urban,28,20002.51755466476
10476,31853,35.0,4.7,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.51755466476
10477,26990,28.0,4.7,Stormy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,15,20002.51755466476
10478,2242,28.0,4.7,Cloudy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,25,20002.51755466476
10479,18311,23.0,4.9,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.51755466476
10480,7472,20.0,4.9,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Urban,14,20002.51755466476
10481,5745,26.0,4.7,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,20002.51755466476
10482,2398,35.0,3.5,Stormy,Medium,2,Buffet,motorcycle,2.0,No,Metropolitian,39,20002.51755466476
10483,41485,29.0,4.9,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,16,20002.51755466476
10484,40704,39.0,4.8,Sunny,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,25,20002.517554652717
10485,36291,22.0,4.7,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,15,20002.517554652717
10486,6677,32.0,3.9,Windy,Medium,2,Snack,scooter,0.0,No,Metropolitian,34,20002.517554652717
10487,18746,37.0,4.9,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,36,20002.517554652717
10488,37388,39.0,4.7,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Urban,30,20002.517554652717
10489,28524,34.0,5.0,Fog,Jam,1,Buffet,scooter,0.0,No,Metropolitian,45,20002.517554629638
10490,10980,23.0,4.8,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,20002.517554629638
10491,24740,30.0,4.9,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,29,20002.517554629638
10492,2537,38.0,4.2,Fog,Low,1,Drinks,scooter,1.0,No,Metropolitian,36,20002.517554629638
10493,32799,39.0,4.8,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,29,20002.517554629638
10494,29574,29.0,4.4,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,34,20002.517554629638
10495,32895,,,Sunny,Medium,0,Snack,motorcycle,0.0,No,Urban,25,20002.517554629638
10496,15538,32.0,4.7,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,30,20002.517554629638
10497,14898,50.0,6.0,,,3,Drinks,bicycle,0.0,No,Metropolitian,12,20002.517554591366
10498,34686,39.0,4.5,Stormy,Low,1,Buffet,scooter,1.0,No,Urban,24,20002.517554591366
10499,10173,21.0,4.6,Sandstorms,High,1,Drinks,scooter,0.0,No,Urban,13,20002.517554591366
10500,34955,22.0,4.5,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.517554591366
10501,41599,33.0,4.4,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,20002.517554591366
10502,25796,22.0,4.5,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.517554591366
10503,205,23.0,4.7,Fog,Medium,1,Drinks,motorcycle,1.0,No,Urban,19,20002.517554591366
10504,32979,24.0,4.3,Windy,Low,0,Buffet,motorcycle,0.0,No,,25,20002.517554591366
10505,31333,35.0,4.4,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,20002.517554591366
10506,2315,,,Sunny,Jam,1,Drinks,scooter,1.0,No,Urban,10,20002.51755454259
10507,45256,20.0,4.8,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,30,20002.51755454259
10508,43143,29.0,4.9,Stormy,Jam,2,Meal,scooter,1.0,No,Urban,21,20002.51755454259
10509,22196,39.0,4.9,Sandstorms,High,1,Meal,motorcycle,1.0,No,Metropolitian,25,20002.51755454259
10510,1418,,,,,0,Snack,motorcycle,1.0,No,Metropolitian,28,20002.51755454259
10511,33164,22.0,4.7,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.51755454259
10512,44550,26.0,4.7,Sandstorms,Low,2,Drinks,motorcycle,0.0,No,Urban,10,20002.517554533177
10513,2752,26.0,4.6,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,20002.517554533177
10514,15574,,,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,38,20002.517554533177
10515,44790,28.0,5.0,Windy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,13,20002.517554533177
10516,24097,34.0,4.7,Sunny,Low,1,Meal,motorcycle,0.0,No,Metropolitian,16,20002.517554533177
10517,14607,39.0,4.2,Sunny,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,38,20002.517554533177
10518,16407,23.0,4.4,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,41,20002.517554533177
10519,5480,39.0,4.7,Sunny,Jam,1,Buffet,scooter,0.0,No,Metropolitian,17,20002.517554533177
10520,33050,23.0,4.9,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,14,20002.517554533177
10521,29936,22.0,4.6,Cloudy,Medium,1,Drinks,scooter,1.0,No,Urban,27,20002.517554533177
10522,22555,35.0,4.9,Cloudy,Jam,2,Meal,motorcycle,1.0,Yes,Metropolitian,44,20002.517554533177
10523,43305,30.0,4.0,Fog,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,38,20002.517554533177
10524,5789,38.0,4.9,Windy,High,0,Buffet,motorcycle,1.0,Yes,Metropolitian,49,20002.517554525428
10525,36899,29.0,4.3,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,32,20002.517554525428
10526,45238,38.0,4.9,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,26,20002.517554525428
10527,14559,29.0,3.5,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,41,20002.517554525428
10528,8476,24.0,4.7,Windy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,28,20002.517554525428
10529,3910,27.0,4.9,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.517554525428
10530,34622,29.0,5.0,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,41,20002.517554525428
10531,20850,33.0,5.0,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,27,20002.517554525428
10532,12032,30.0,4.6,Sunny,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,15,20002.517554525428
10533,40749,36.0,4.8,Sunny,Medium,2,Snack,scooter,0.0,No,Metropolitian,21,20002.517554525428
10534,27717,21.0,4.4,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.517554525428
10535,21981,27.0,4.7,Fog,Low,2,Snack,motorcycle,1.0,No,Metropolitian,29,20002.517554525428
10536,20957,33.0,4.5,Stormy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,24,20002.517554525428
10537,15082,33.0,4.4,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,33,20002.517554525428
10538,36581,32.0,4.9,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,19,20002.517554525428
10539,21666,27.0,4.0,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,18,20002.517554285405
10540,38111,30.0,4.6,Cloudy,Medium,1,Snack,motorcycle,0.0,No,Urban,18,20002.517554285405
10541,39136,29.0,4.7,Cloudy,Jam,0,Drinks,motorcycle,2.0,Yes,Urban,46,20002.517554285405
10542,14114,23.0,4.7,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Metropolitian,23,20002.517554285405
10543,26578,36.0,4.7,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,26,20002.517554285405
10544,5,29.0,4.5,Sandstorms,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,20,20002.517554285405
10545,20529,26.0,4.9,Stormy,Medium,2,Drinks,scooter,0.0,No,Metropolitian,18,20002.517554285405
10546,2524,28.0,4.9,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,12,20002.517554285405
10547,3192,29.0,4.7,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,21,20002.517554285405
10548,14862,20.0,3.6,Sunny,Jam,0,Buffet,motorcycle,3.0,Yes,Metropolitian,46,20002.517554285405
10549,30582,25.0,4.7,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,20,20002.517554285405
10550,44560,28.0,4.9,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,25,20002.517554285405
10551,30281,,,,,3,Meal,electric_scooter,1.0,No,Metropolitian,11,20002.517554237875
10552,31855,25.0,4.8,Sunny,Low,2,Snack,motorcycle,1.0,No,,16,20002.517554237875
10553,14589,27.0,4.7,Stormy,Jam,2,Snack,scooter,0.0,No,Urban,18,20002.517554237875
10554,5101,24.0,4.2,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,26,20002.517554237875
10555,1673,28.0,4.8,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,14,20002.517554237875
10556,19028,23.0,4.3,Fog,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,31,20002.517554237875
10557,8482,22.0,4.6,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.517554237875
10558,39683,26.0,4.6,Cloudy,Medium,0,Drinks,motorcycle,,No,Metropolitian,27,20002.517554237875
10559,44795,34.0,4.1,Windy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,31,20002.517554237875
10560,8903,28.0,4.7,Sunny,Jam,1,Meal,motorcycle,1.0,No,Urban,17,20002.517554237875
10561,2660,31.0,5.0,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,32,20002.517554237875
10562,23234,29.0,4.8,Sandstorms,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,28,20002.517554237875
10563,23215,36.0,4.9,Fog,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,48,20002.517554206945
10564,22079,22.0,4.7,Stormy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,16,20002.517554206945
10565,4055,38.0,4.3,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,36,20002.517554206945
10566,44831,24.0,4.8,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,22,20002.517554206945
10567,19153,33.0,4.6,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,49,20002.517554206945
10568,21351,36.0,4.7,Stormy,Low,1,Meal,motorcycle,1.0,No,Urban,22,20002.517554206945
10569,31915,35.0,4.4,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,20002.517554206945
10570,20035,26.0,2.7,Sunny,Low,2,Snack,scooter,0.0,No,Metropolitian,32,20002.517554206945
10571,4743,29.0,4.8,Stormy,Jam,1,Meal,scooter,,No,Metropolitian,24,20002.517554206945
10572,23580,37.0,4.7,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.517554206945
10573,35425,28.0,4.8,Stormy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,16,20002.517554206945
10574,11858,23.0,4.7,Windy,High,1,Meal,scooter,1.0,No,Metropolitian,13,20002.517554184888
10575,18955,22.0,4.9,Stormy,Jam,1,Snack,scooter,0.0,No,Metropolitian,26,20002.517554184888
10576,2464,31.0,5.0,Stormy,High,2,Snack,electric_scooter,1.0,No,Metropolitian,26,20002.517554184888
10577,1701,29.0,4.9,Cloudy,Medium,1,Buffet,scooter,1.0,No,Urban,30,20002.517554184888
10578,38470,37.0,4.5,Windy,Low,2,Buffet,motorcycle,,No,Urban,26,20002.517554184888
10579,202,25.0,5.0,Windy,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,27,20002.517554184888
10580,419,21.0,4.9,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,19,20002.517554184888
10581,13961,36.0,4.8,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,31,20002.517554184888
10582,30027,31.0,4.9,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,26,20002.517554161986
10583,6560,30.0,4.2,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,28,20002.517554161986
10584,15187,34.0,4.2,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,32,20002.517554161986
10585,42915,28.0,4.2,Fog,Jam,1,Buffet,scooter,0.0,No,Metropolitian,40,20002.517554161986
10586,33934,36.0,4.2,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,36,20002.517554161986
10587,20554,24.0,4.3,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,34,20002.517554161986
10588,11791,37.0,4.7,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,26,20002.517554161986
10589,37991,29.0,4.1,Sunny,Jam,0,Buffet,motorcycle,3.0,No,Metropolitian,51,20002.517554161986
10590,25737,25.0,4.8,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,21,20002.517554161986
10591,12002,35.0,4.7,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,46,20002.517554161986
10592,11609,24.0,4.6,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Urban,10,20002.517554161986
10593,31543,20.0,5.0,Fog,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,44,20002.517554161986
10594,7754,20.0,4.8,Stormy,Medium,1,Buffet,scooter,0.0,No,,17,20002.517554100166
10595,14521,39.0,4.6,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Urban,28,20002.517554100166
10596,21338,30.0,4.5,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,18,20002.517554100166
10597,36115,22.0,4.9,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,17,20002.517554100166
10598,24794,37.0,4.6,Fog,Low,2,Meal,motorcycle,1.0,No,Metropolitian,19,20002.517554100166
10599,2019,24.0,4.9,Fog,Jam,0,Drinks,motorcycle,1.0,No,Urban,20,20002.517554100166
10600,39996,36.0,4.1,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,35,20002.517554100166
10601,9840,22.0,4.3,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,20002.517554100166
10602,13045,37.0,4.1,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,Urban,32,20002.517554100166
10603,35657,38.0,4.9,Sandstorms,Medium,2,Snack,electric_scooter,1.0,No,,30,20002.517554100166
10604,14523,32.0,4.7,Fog,High,1,Snack,motorcycle,0.0,No,Metropolitian,33,20002.517553570793
10605,9121,23.0,4.8,Sandstorms,High,2,Drinks,scooter,1.0,No,,10,20002.517553570793
10606,10880,32.0,4.2,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,37,20002.517553570793
10607,7516,23.0,4.9,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,29,20002.517553570793
10608,44196,24.0,4.9,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,28,20002.517553570793
10609,10359,32.0,5.0,Windy,High,1,Buffet,scooter,1.0,No,Metropolitian,27,20002.517553570793
10610,3024,26.0,5.0,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,20,20002.517553570793
10611,1508,25.0,5.0,Stormy,Low,2,Drinks,scooter,0.0,No,,10,20002.517553570793
10612,37682,38.0,4.6,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Urban,26,20002.517553570793
10613,17285,39.0,4.9,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,24,20002.517553570793
10614,8574,33.0,4.9,Fog,Medium,1,Snack,motorcycle,1.0,No,Urban,18,20002.517553570793
10615,33440,24.0,4.8,Fog,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,26,20002.517553570793
10616,14386,20.0,4.9,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,15,20002.517553570793
10617,18541,36.0,5.0,Sunny,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,36,20002.517553570793
10618,45368,38.0,4.5,Cloudy,High,1,Meal,motorcycle,0.0,No,Metropolitian,27,20002.517553570793
10619,25663,,,,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,14,20002.517552734913
10620,31991,20.0,4.9,Fog,Low,1,Drinks,motorcycle,1.0,No,Urban,10,20002.517552734913
10621,2829,23.0,4.8,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,11,20002.517552734913
10622,22759,22.0,4.6,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,11,20002.517552734913
10623,17966,30.0,4.7,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Urban,19,20002.517552734913
10624,22403,22.0,4.8,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,26,20002.517552734913
10625,24211,23.0,4.7,Stormy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.517552734913
10626,24479,25.0,4.8,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,23,20002.517552734913
10627,39382,38.0,4.8,Sunny,High,0,Drinks,motorcycle,0.0,No,Metropolitian,26,20002.517552734913
10628,37744,32.0,4.4,Windy,Low,0,Snack,motorcycle,,No,Urban,25,20002.517551310746
10629,39028,33.0,4.4,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,40,20002.517551148336
10630,35059,38.0,4.7,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.517551148336
10631,41068,34.0,4.7,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,22,20002.517551148336
10632,16094,35.0,4.3,Fog,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,39,20002.51755114816
10633,3881,33.0,4.7,Stormy,High,2,Meal,electric_scooter,1.0,No,Urban,30,20002.51755114816
10634,31985,29.0,4.8,Sandstorms,Low,2,Meal,motorcycle,1.0,No,Metropolitian,10,20002.517550838398
10635,32985,33.0,3.5,Stormy,Jam,2,Drinks,motorcycle,2.0,No,Metropolitian,42,20002.517550833963
10636,21054,30.0,4.9,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,20002.517550833963
10637,15899,20.0,4.7,Windy,Low,1,Buffet,motorcycle,0.0,No,Urban,15,20002.517550833963
10638,24544,31.0,4.1,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,34,20002.517550827743
10639,26941,25.0,4.7,Cloudy,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,16,20002.517550827743
10640,33386,25.0,4.7,Cloudy,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,40,20002.517550827743
10641,15897,20.0,4.5,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,20002.517550797256
10642,45171,20.0,4.9,Sunny,Low,1,Drinks,scooter,0.0,No,Metropolitian,15,20002.517550797256
10643,29316,,,,,3,Meal,bicycle,1.0,No,Metropolitian,29,20002.517550797256
10644,43809,38.0,4.6,Sunny,Low,2,Meal,scooter,0.0,No,Metropolitian,26,20002.517550759174
10645,42324,34.0,4.6,Fog,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,18,20002.517550759174
10646,35114,39.0,4.8,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,39,20002.517550722434
10647,2683,29.0,2.5,Sunny,Low,1,Snack,motorcycle,2.0,No,Metropolitian,35,20002.517550722434
10648,30061,23.0,4.7,Fog,Jam,0,Snack,motorcycle,2.0,No,Urban,47,20002.517550722434
10649,36324,22.0,4.5,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,29,20002.517550567816
10650,35920,,,,,1,Meal,scooter,1.0,No,,16,20002.517550567816
10651,41386,39.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.517550567816
10652,35720,39.0,4.8,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,29,20002.51755056532
10653,44645,25.0,4.7,Cloudy,Jam,1,Buffet,scooter,0.0,No,Urban,20,20002.51755056532
10654,40134,32.0,4.9,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,20002.51755056532
10655,18644,,,Sandstorms,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,24,20002.517550560176
10656,2,23.0,4.7,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,21,20002.517550560176
10657,28590,29.0,4.8,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,20,20002.517550560176
10658,36092,26.0,4.1,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,34,20002.517550545384
10659,10638,36.0,4.4,Fog,Jam,2,Buffet,electric_scooter,2.0,No,Metropolitian,45,20002.517550545384
10660,44162,29.0,4.8,Sunny,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,15,20002.517550545384
10661,44319,25.0,4.2,Windy,Medium,0,Drinks,motorcycle,1.0,No,Urban,36,20002.517550545384
10662,3672,20.0,4.8,Cloudy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,27,20002.517550462922
10663,37622,32.0,4.0,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,45,20002.517550462922
10664,524,20.0,4.9,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,36,20002.517550462922
10665,10898,31.0,4.8,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,20002.517550352255
10666,4537,37.0,4.3,Cloudy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,36,20002.51755032479
10667,41966,37.0,4.4,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,30,20002.51755032479
10668,30597,32.0,4.2,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.51755032479
10669,44692,37.0,5.0,Windy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,20,20002.517550106586
10670,16713,29.0,5.0,Cloudy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,21,20002.517550106586
10671,26952,33.0,4.8,Sunny,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,24,20002.517550106586
10672,7076,28.0,3.6,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,53,20002.517550106586
10673,22005,32.0,4.6,Cloudy,Low,1,Meal,motorcycle,0.0,No,Urban,27,20002.517550099034
10674,25899,24.0,4.1,Sandstorms,High,0,Buffet,motorcycle,2.0,No,Urban,33,20002.517550099034
10675,26602,30.0,4.6,Fog,Medium,1,Snack,scooter,1.0,No,Metropolitian,35,20002.517550097058
10676,24454,30.0,4.5,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,26,20002.517550097058
10677,10152,27.0,4.5,Sunny,Medium,2,Buffet,scooter,1.0,No,Metropolitian,18,20002.517550088123
10678,22177,20.0,4.6,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,20,20002.517550088123
10679,29706,20.0,4.6,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,32,20002.517546379157
10680,11009,30.0,5.0,Sunny,Low,1,Drinks,scooter,0.0,No,Metropolitian,14,20002.517546379157
10681,34498,33.0,4.9,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,15,20002.517546379157
10682,30059,20.0,4.9,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,25,20002.517546379157
10683,27768,33.0,4.9,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,32,20002.517546379157
10684,19559,34.0,5.0,Fog,Medium,0,Drinks,motorcycle,1.0,No,Urban,28,20002.517546379157
10685,36641,30.0,4.4,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,32,20002.517546379157
10686,5178,39.0,4.7,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.517546379157
10687,4198,29.0,4.8,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,38,20002.517546379157
10688,24509,26.0,5.0,Sunny,Jam,2,Buffet,scooter,0.0,No,Urban,13,20002.517546379157
10689,21088,35.0,4.9,Windy,High,2,Drinks,electric_scooter,0.0,No,Metropolitian,32,20002.517546379157
10690,39939,24.0,4.7,Windy,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,23,20002.517546379157
10691,10945,23.0,4.3,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,32,20002.517546241885
10692,14443,37.0,5.0,Windy,High,1,Drinks,scooter,1.0,No,Metropolitian,33,20002.517546241885
10693,27025,39.0,4.2,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,20,20002.517546241885
10694,13702,38.0,4.5,Cloudy,Low,2,Buffet,electric_scooter,0.0,No,Urban,15,20002.517546241885
10695,43081,27.0,4.5,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,20002.517546241885
10696,2773,25.0,4.1,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,18,20002.517546241885
10697,32747,36.0,4.6,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,26,20002.517546241885
10698,44333,38.0,4.1,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.517546241885
10699,25312,36.0,4.5,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,37,20002.517546241885
10700,28376,28.0,4.2,Stormy,Low,0,Meal,motorcycle,0.0,No,Urban,25,20002.517546241885
10701,28349,25.0,4.6,Windy,Medium,0,Buffet,motorcycle,0.0,No,Urban,10,20002.517546241885
10702,4793,25.0,4.5,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.517546241885
10703,28212,36.0,4.7,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.517546241885
10704,7226,36.0,4.7,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,25,20002.517546223877
10705,42950,32.0,4.9,Fog,Low,1,Drinks,scooter,0.0,No,Metropolitian,19,20002.517546223877
10706,40580,23.0,4.7,Sandstorms,High,1,Snack,scooter,1.0,No,Metropolitian,22,20002.517546223877
10707,35305,24.0,4.5,Sunny,Medium,2,Buffet,scooter,1.0,No,Metropolitian,19,20002.517546223877
10708,1000,30.0,4.7,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,26,20002.517546223877
10709,43332,30.0,4.1,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,24,20002.517546223877
10710,42050,26.0,4.8,Sunny,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,15,20002.517546223877
10711,42008,29.0,4.6,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.517546223877
10712,16417,27.0,4.6,Fog,High,2,Snack,scooter,0.0,No,Metropolitian,33,20002.517546223877
